id,user_id,name,description,visibility,questions,created_at,created_by,updated_at,updated_by
69,93,History,A quiz about History,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-10-23 10:47:22,93,2024-10-23 10:47:22,93
70,77,Football,A quiz about Football,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Football artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-02-27 10:47:22,77,2025-02-27 10:47:22,77
71,21,Science,A quiz about Science,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-07-11 10:47:22,21,2024-07-11 10:47:22,21
72,37,.NET,A quiz about .NET,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2025-02-23 10:47:22,37,2025-02-23 10:47:22,37
73,51,Music,A quiz about Music,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Music artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-03-19 10:47:22,51,2025-03-19 10:47:22,51
74,46,Geography,A quiz about Geography,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-10-03 10:47:22,46,2024-10-03 10:47:22,46
75,65,ReactJS,A quiz about ReactJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2024-06-08 10:47:22,65,2024-06-08 10:47:22,65
76,58,Music,A quiz about Music,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Music artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-10-06 10:47:22,58,2024-10-06 10:47:22,58
77,52,Movies,A quiz about Movies,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Movies artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-07-28 10:47:22,52,2024-07-28 10:47:22,52
78,29,Football,A quiz about Football,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Football artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-06-06 10:47:22,29,2024-06-06 10:47:22,29
79,69,Movies,A quiz about Movies,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Movies artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-05-07 10:47:22,69,2024-05-07 10:47:22,69
80,92,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-11-18 10:47:22,92,2024-11-18 10:47:22,92
81,1,Mathematics,A quiz about Mathematics,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-03-21 10:47:22,1,2024-03-21 10:47:22,1
82,11,Science,A quiz about Science,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2025-01-05 10:47:22,11,2025-01-05 10:47:22,11
83,38,Movies,A quiz about Movies,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Movies artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-10-30 10:47:22,38,2024-10-30 10:47:22,38
84,71,History,A quiz about History,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-09-22 10:47:22,71,2024-09-22 10:47:22,71
85,69,.NET,A quiz about .NET,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2024-12-05 10:47:22,69,2024-12-05 10:47:22,69
86,41,Art,A quiz about Art,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Art artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-03-21 10:47:22,41,2024-03-21 10:47:22,41
87,94,ReactJS,A quiz about ReactJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2024-09-27 10:47:22,94,2024-09-27 10:47:22,94
88,4,NodeJS,A quiz about NodeJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is NodeJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""NodeJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is NodeJS open-source?"", ""answer"": true, ""explanation"": ""NodeJS is open-source.""}]",2024-11-04 10:47:22,4,2024-11-04 10:47:22,4
89,40,NodeJS,A quiz about NodeJS,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is NodeJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""NodeJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is NodeJS open-source?"", ""answer"": true, ""explanation"": ""NodeJS is open-source.""}]",2024-06-13 10:47:22,40,2024-06-13 10:47:22,40
90,90,Geography,A quiz about Geography,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2025-03-06 10:47:22,90,2025-03-06 10:47:22,90
91,83,History,A quiz about History,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-12-26 10:47:22,83,2024-12-26 10:47:22,83
92,98,ReactJS,A quiz about ReactJS,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2024-05-09 10:47:22,98,2024-05-09 10:47:22,98
93,100,.NET,A quiz about .NET,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2024-09-05 10:47:22,100,2024-09-05 10:47:22,100
94,50,Art,A quiz about Art,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Art artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-06-17 10:47:22,50,2024-06-17 10:47:22,50
95,69,Geography,A quiz about Geography,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-09-10 10:47:22,69,2024-09-10 10:47:22,69
96,94,Art,A quiz about Art,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Art artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-03-18 10:47:22,94,2025-03-18 10:47:22,94
97,89,.NET,A quiz about .NET,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2024-11-24 10:47:22,89,2024-11-24 10:47:22,89
98,81,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-10-01 10:47:22,81,2024-10-01 10:47:22,81
99,67,Football,A quiz about Football,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Football artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-03-10 10:47:22,67,2025-03-10 10:47:22,67
100,72,NodeJS,A quiz about NodeJS,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is NodeJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""NodeJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is NodeJS open-source?"", ""answer"": true, ""explanation"": ""NodeJS is open-source.""}]",2024-10-26 10:47:22,72,2024-10-26 10:47:22,72
101,66,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-06-29 10:47:22,66,2024-06-29 10:47:22,66
102,26,Science,A quiz about Science,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-07-09 10:47:22,26,2024-07-09 10:47:22,26
103,40,Science,A quiz about Science,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-04-30 10:47:22,40,2024-04-30 10:47:22,40
104,43,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-01-11 10:47:22,43,2025-01-11 10:47:22,43
105,60,NodeJS,A quiz about NodeJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is NodeJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""NodeJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is NodeJS open-source?"", ""answer"": true, ""explanation"": ""NodeJS is open-source.""}]",2024-04-01 10:47:22,60,2024-04-01 10:47:22,60
106,49,ReactJS,A quiz about ReactJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2024-11-14 10:47:22,49,2024-11-14 10:47:22,49
107,82,Music,A quiz about Music,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Music artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-02-28 10:47:22,82,2025-02-28 10:47:22,82
108,74,.NET,A quiz about .NET,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2024-09-22 10:47:22,74,2024-09-22 10:47:22,74
109,47,Art,A quiz about Art,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Art artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-05-28 10:47:22,47,2024-05-28 10:47:22,47
110,24,Geography,A quiz about Geography,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-08-10 10:47:22,24,2024-08-10 10:47:22,24
111,12,Mathematics,A quiz about Mathematics,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-04-09 10:47:22,12,2024-04-09 10:47:22,12
112,60,ReactJS,A quiz about ReactJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2025-02-27 10:47:22,60,2025-02-27 10:47:22,60
113,90,History,A quiz about History,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2025-01-14 10:47:22,90,2025-01-14 10:47:22,90
114,72,.NET,A quiz about .NET,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is .NET?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": "".NET is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is .NET open-source?"", ""answer"": true, ""explanation"": "".NET is open-source.""}]",2024-09-09 10:47:22,72,2024-09-09 10:47:22,72
115,71,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2025-03-11 10:47:22,71,2025-03-11 10:47:22,71
116,92,ReactJS,A quiz about ReactJS,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2024-08-03 10:47:22,92,2024-08-03 10:47:22,92
117,90,Mathematics,A quiz about Mathematics,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-05-30 10:47:22,90,2024-05-30 10:47:22,90
118,72,Mathematics,A quiz about Mathematics,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who is a famous Mathematics artist?"", ""choices"": [{""answer"": ""Picasso"", ""correct"": true}, {""answer"": ""Newton"", ""correct"": false}], ""explanation"": ""Picasso is an artist.""}]",2024-10-05 10:47:22,72,2024-10-05 10:47:22,72
119,1,Geography,A quiz about Geography,private,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""Who discovered gravity?"", ""choices"": [{""answer"": ""Newton"", ""correct"": true}, {""answer"": ""Einstein"", ""correct"": false}], ""explanation"": ""Isaac Newton discovered gravity.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is the Earth flat?"", ""answer"": false, ""explanation"": ""The Earth is round.""}]",2024-05-10 10:47:22,1,2024-05-10 10:47:22,1
120,97,ReactJS,A quiz about ReactJS,public,"[{""index"": 1, ""type"": ""multiple_choice"", ""question"": ""What is ReactJS?"", ""choices"": [{""answer"": ""A framework"", ""correct"": true}, {""answer"": ""A database"", ""correct"": false}], ""explanation"": ""ReactJS is a technology.""}, {""index"": 2, ""type"": ""true_false"", ""question"": ""Is ReactJS open-source?"", ""answer"": true, ""explanation"": ""ReactJS is open-source.""}]",2025-02-24 10:47:22,97,2025-02-24 10:47:22,97
